id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-211119136-U,Street lamp with adjustable height ,宿迁市镭盟工贸有限公司,章闯,02/01/2020,02/01/2020,28/07/2020,28/07/2020,https://patents.google.com/patent/CN211119136U/en,
CN-110811627-A,Cervical vertebra state data monitoring method and system ,深圳市中医院,"曹亚飞, 刘伟东, 吴益宏, 林展鹏",10/01/2020,10/01/2020,21/02/2020,,https://patents.google.com/patent/CN110811627A/en,
CN-111259931-A,User grouping and activity determining method and system ,支付宝(杭州)信息技术有限公司,"曹绍升, 梁琛, 吴郑伟, 张志强",09/01/2020,09/01/2020,09/06/2020,,https://patents.google.com/patent/CN111259931A/en,
CN-111243071-A,"Texture rendering method, system, chip, device and medium for real-time three-dimensional human body reconstruction ",叠境数字科技（上海）有限公司,"杨文康, 朱煜, 张迎梁",08/01/2020,08/01/2020,05/06/2020,,https://patents.google.com/patent/CN111243071A/en,
CN-211183142-U,Strain insulator single-string insulator replacement walking ladder ,云南电网有限责任公司曲靖供电局,"薛峰, 李金波, 刘和军, 赵志伟, 李平, 梁刚, 崔同国, 魏勇, 魏成国",03/01/2020,03/01/2020,04/08/2020,04/08/2020,https://patents.google.com/patent/CN211183142U/en,
CN-211298682-U,Reusable gift handbag ,杭州恒毅包装材料有限公司,何国华,10/01/2020,10/01/2020,21/08/2020,21/08/2020,https://patents.google.com/patent/CN211298682U/en,
CN-211955702-U,Cable simulation device of power transmission system for submarine observation network ,北京海兰信数据科技股份有限公司,"孙雷, 李中华, 李镇, 王智杰",07/01/2020,07/01/2020,17/11/2020,17/11/2020,https://patents.google.com/patent/CN211955702U/en,
CN-211293775-U,Novel intelligent household control equipment ,深圳市鹿峰科技有限公司,曹建,06/01/2020,06/01/2020,18/08/2020,18/08/2020,https://patents.google.com/patent/CN211293775U/en,
CN-211600697-U,Push-pull type structure for bearing combustion head ,倍他暖（高碑店）热能科技有限公司,"高满全, 高鹏, 高慧, 时雨泽",02/01/2020,02/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211600697U/en,
CN-111259753-A,Method and device for processing key points of human face ,杭州飞步科技有限公司,"张建炜, 黄玉辉, 姚万超",10/01/2020,10/01/2020,09/06/2020,,https://patents.google.com/patent/CN111259753A/en,
CN-111138793-A,Sealing ring of drum washing machine and preparation method thereof ,珠海格力绿色再生资源有限公司,"王玉, 陈龙, 王琳, 彭楚堂, 郑婷婷, 熊佳龙, 李勉",09/01/2020,09/01/2020,12/05/2020,,https://patents.google.com/patent/CN111138793A/en,
CN-111222790-A,"Method, device and equipment for predicting risk event occurrence probability and storage medium ",深圳前海微众银行股份有限公司,"程善钿, 李超, 伍德意, 邵大千, 殷磊, 吴海山",06/01/2020,06/01/2020,02/06/2020,,https://patents.google.com/patent/CN111222790A/en,
CN-111242453-A,Financial evaluation method and system based on block chain ,通链(北京)科技有限公司,王永春,07/01/2020,07/01/2020,05/06/2020,,https://patents.google.com/patent/CN111242453A/en,
CN-111968735-A,Equipment state management method and device ,济南鸿泰医疗管理集团有限公司,韩爱国,07/01/2020,07/01/2020,20/11/2020,,https://patents.google.com/patent/CN111968735A/en,
CN-111130089-A,Switching power supply device ,惠州拓邦电气技术有限公司,不公告发明人,07/01/2020,07/01/2020,08/05/2020,,https://patents.google.com/patent/CN111130089A/en,
TW-M599681-U,Happiness matrix game teaching aid ,陳永隆,陳永隆,07/01/2020,07/01/2020,11/08/2020,,https://patents.google.com/patent/TWM599681U/en,https://patentimages.storage.googleapis.com/04/eb/7d/cda4325ec8935c/109200249-A0101-14-0001-1.png
CN-111114827-A,Multi-rotor-wing plant protection unmanned aerial vehicle parameter simulation performance test bench and test method ,中国农业大学烟台研究院,"刘曙光, 李华, 江南, 罗星, 孔凡克, 李建伟, 闫家铭, 程玉峰",10/01/2020,10/01/2020,08/05/2020,,https://patents.google.com/patent/CN111114827A/en,
CN-111230862-A,Handheld workpiece deburring method and system based on visual recognition function ,上海发那科机器人有限公司,"陈铎鑫, 钱晖, 童梁, 吴钰屾",10/01/2020,10/01/2020,05/06/2020,,https://patents.google.com/patent/CN111230862A/en,
CN-211972576-U,High bullet line of polyamide fibre is decorated to lace ,浙江沪江线业有限公司,"陈永生, 董照化, 陈卫东, 吴莹, 余超, 陈倩",02/01/2020,02/01/2020,20/11/2020,20/11/2020,https://patents.google.com/patent/CN211972576U/en,
CN-211746380-U,Solar insect catching lamp ,蔡惠妆,蔡惠妆,09/01/2020,09/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211746380U/en,
CN-211995379-U,External environment regulation type automobile atmosphere lamp based on wireless control ,爱看实业(上海)有限公司,孙雷,02/01/2020,02/01/2020,24/11/2020,24/11/2020,https://patents.google.com/patent/CN211995379U/en,
CN-211090293-U,Multi-type environment-friendly monitoring transceiver based on nbiot network ,山东企管家环保科技有限公司,"吴文玉, 李庆鑫, 李祥玉",08/01/2020,08/01/2020,24/07/2020,24/07/2020,https://patents.google.com/patent/CN211090293U/en,
CN-211915562-U,Environment-friendly pollution-free stainless steel threshold drilling equipment ,四川兴创泰信息科技有限公司,刘真,03/01/2020,03/01/2020,13/11/2020,13/11/2020,https://patents.google.com/patent/CN211915562U/en,
CN-211837919-U,Plasticizer mixing arrangement of environment-friendly polyvinyl chloride cable material ,云南鑫成鹏高分子科技有限公司,"王俊龙, 石克界, 张金平",02/01/2020,02/01/2020,03/11/2020,03/11/2020,https://patents.google.com/patent/CN211837919U/en,
CN-111135251-A,Veterinary drug for preventing and treating chicken bursal disease as well as preparation method and application thereof ,山西中医药大学,"李睿, 阮文辉, 叶松华, 刘冠群, 吴哲, 冯夏珍, 张娇",09/01/2020,09/01/2020,12/05/2020,,https://patents.google.com/patent/CN111135251A/en,
JP-2020056801-A,Measurement diagnostic apparatus and measurement diagnostic method ,"中国電力株式会社, Chugoku Electric Power Co Inc:The","村上　博之, Hiroyuki Murakami, 博之 村上",10/01/2020,10/01/2020,09/04/2020,,https://patents.google.com/patent/JP2020056801A/en,https://patentimages.storage.googleapis.com/ca/11/a1/a849185425e83e/2020056801-4.png
CN-111258971-A,Application state monitoring alarm system and method based on access log ,北京农信互联科技集团有限公司,李玉福,10/01/2020,10/01/2020,09/06/2020,,https://patents.google.com/patent/CN111258971A/en,
CN-111157490-A,Micro-nano optical fiber long-period grating refractive index sensor ,暨南大学,"冉洋, 胡德明, 徐志远, 龙俊求, 关柏鸥",08/01/2020,08/01/2020,15/05/2020,,https://patents.google.com/patent/CN111157490A/en,
CN-111118931-A,Preparation method of color-changing silk ,杭州万事利丝绸文化股份有限公司,"屠红燕, 李建华, 余志伟, 郭文登, 蒋小贞",03/01/2020,03/01/2020,08/05/2020,,https://patents.google.com/patent/CN111118931A/en,
CN-212610901-U,Composite coating and electric appliance ,佛山市顺德区美的电热电器制造有限公司,"万鹏, 曹达华, 杨玲, 许智波, 黄韦铭, 南春来",06/01/2020,06/01/2020,26/02/2021,26/02/2021,https://patents.google.com/patent/CN212610901U/en,
CN-111134108-A,High-voltage arc approaching and departing animal device and method based on radar sensing ,内蒙古龙图电气有限公司,"袁磊, 邹广恩, 张玉成, 杨林瑞",06/01/2020,06/01/2020,12/05/2020,,https://patents.google.com/patent/CN111134108A/en,
CN-111242593-A,Method for detecting consistency of overlapping corresponding behaviors of trading system based on partner matrix ,东华大学,"王咪咪, 赵培海",09/01/2020,09/01/2020,05/06/2020,,https://patents.google.com/patent/CN111242593A/en,
CN-211543362-U,Carbon fiber refrigerator car with solar structure ,青岛冰雪冷藏车冷链设备制造有限公司,李先峰,04/01/2020,04/01/2020,22/09/2020,22/09/2020,https://patents.google.com/patent/CN211543362U/en,
CN-111208366-A,Method for judging electrification of high-voltage valve bank ,"南京南瑞继保电气有限公司, 南京南瑞继保工程技术有限公司","黄鑫, 方太勋, 周启文, 丁峰峰, 陈立群, 张道雄, 韩炜炜",09/01/2020,09/01/2020,29/05/2020,,https://patents.google.com/patent/CN111208366A/en,
CN-111504898-A,Experimental device and method for evaluating cement ring interface bonding strength under high-temperature and high-pressure conditions ,长江大学,"杨焕强, 刘杨, 曲路路, 熊冬",10/01/2020,10/01/2020,07/08/2020,,https://patents.google.com/patent/CN111504898A/en,
CN-111185087-A,Catalytic oxidation treatment equipment for waste gas treatment ,刘志林,刘志林,06/01/2020,06/01/2020,22/05/2020,,https://patents.google.com/patent/CN111185087A/en,
CN-211241886-U,Helmet wearing detection device and monitoring system thereof ,东莞市吉声科技有限公司,"周志刚, 李跃清",08/01/2020,08/01/2020,14/08/2020,14/08/2020,https://patents.google.com/patent/CN211241886U/en,
CN-210804653-U,Energy-saving power control system based on code payment power consumption is swept in sharing ,邵子恒,邵子恒,05/01/2020,05/01/2020,19/06/2020,19/06/2020,https://patents.google.com/patent/CN210804653U/en,
CN-111137311-A,Method and device for adjusting passenger room environment of motor train unit ,中车青岛四方机车车辆股份有限公司,"王升晖, 侯泽华, 李克, 高超绪, 许万涛",02/01/2020,02/01/2020,12/05/2020,,https://patents.google.com/patent/CN111137311A/en,
CN-211576797-U,Novel rock mechanical property experiment device under water environment ,贵州民族大学,洪京京,07/01/2020,07/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211576797U/en,
CN-111114016-A,Environment-friendly heat-preservation corrugated paper for food packaging and preparation method thereof ,陈良地,陈良地,10/01/2020,10/01/2020,08/05/2020,,https://patents.google.com/patent/CN111114016A/en,
CN-111167348-A,Blending device of environment-friendly detergent ,裘巧利,裘巧利,07/01/2020,07/01/2020,19/05/2020,,https://patents.google.com/patent/CN111167348A/en,
CN-211864030-U,Filtration equipment suitable for water-based environment-friendly pesticide preparation ,江西鑫邦生化有限公司,"李志江, 楚娟娟",02/01/2020,02/01/2020,06/11/2020,06/11/2020,https://patents.google.com/patent/CN211864030U/en,
CN-111117812-A,Environment-friendly sterilization composition and preparation method thereof ,上海江笙生物科技有限公司,王璐,08/01/2020,08/01/2020,08/05/2020,,https://patents.google.com/patent/CN111117812A/en,
CN-212179080-U,Environment-friendly air disinfection purifier ,泉州市天创信息技术有限公司,"郑桂云, 吴华疆",10/01/2020,10/01/2020,18/12/2020,18/12/2020,https://patents.google.com/patent/CN212179080U/en,
CN-211909871-U,Environment-friendly sand blown by wind fixing device ,丽水坤翔信息科技有限公司,王晓蕾,10/01/2020,10/01/2020,13/11/2020,13/11/2020,https://patents.google.com/patent/CN211909871U/en,
CN-212076707-U,Environment-friendly field sewage purification device ,苏师大半导体材料与设备研究院(邳州)有限公司,陈志鹏,12/01/2020,12/01/2020,04/12/2020,04/12/2020,https://patents.google.com/patent/CN212076707U/en,
CN-211819302-U,Environment-friendly packing box ,雷晓伟,"雷晓伟, 陈永先",12/01/2020,12/01/2020,30/10/2020,30/10/2020,https://patents.google.com/patent/CN211819302U/en,
CN-211298127-U,Environment-friendly mariculture device ,山东省生态环境规划研究院,"孙晨曦, 王倩, 宋杰",02/01/2020,02/01/2020,21/08/2020,21/08/2020,https://patents.google.com/patent/CN211298127U/en,
CN-111154530-A,Environment-friendly wet type dual-clutch transmission oil and preparation method thereof ,久润润滑科技(上海)有限公司,"白士豪, 刘长宏, 乔传威",03/01/2020,03/01/2020,15/05/2020,,https://patents.google.com/patent/CN111154530A/en,
CN-211443526-U,Environment-friendly pesticide bottle ,杭州普信塑料包装有限公司,代人委,03/01/2020,03/01/2020,08/09/2020,08/09/2020,https://patents.google.com/patent/CN211443526U/en,
CN-111037036-A,Welding gun capable of preventing abrupt change during flame adjustment ,祝长闪,祝长闪,09/01/2020,09/01/2020,21/04/2020,,https://patents.google.com/patent/CN111037036A/en,
CN-111209606-A,"Method, device and equipment for early warning of hard disk change behind RAID card ",苏州浪潮智能科技有限公司,黄元武,05/01/2020,05/01/2020,29/05/2020,,https://patents.google.com/patent/CN111209606A/en,
CN-111261243-A,Method for detecting phase change critical point of complex biological system based on relative entropy index ,华南理工大学,"刘锐, 王俊霞, 陈培",10/01/2020,10/01/2020,09/06/2020,,https://patents.google.com/patent/CN111261243A/en,
CN-111205827-A,Method for preventing loss of molten salt phase change heat storage material by using activated carbon ,北京科技大学,"郝俊杰, 张靖岑, 卢昀坤, 任中凯, 郭志猛, 陈存广",10/01/2020,10/01/2020,29/05/2020,,https://patents.google.com/patent/CN111205827A/en,
CN-111262832-A,DDoS attack discovery method for fusing trust and learning in cloud environment ,北京工业大学,"林莉, 潘雨婷",08/01/2020,08/01/2020,09/06/2020,,https://patents.google.com/patent/CN111262832A/en,
CN-212441691-U,Environment-friendly spraying device ,陈静,陈静,12/01/2020,12/01/2020,02/02/2021,02/02/2021,https://patents.google.com/patent/CN212441691U/en,
CN-211597469-U,Novel environment-friendly UHG high-light-hardening decorative plate ,江苏吉福新材料股份有限公司,"葛亚, 陈冲",10/01/2020,10/01/2020,29/09/2020,29/09/2020,https://patents.google.com/patent/CN211597469U/en,
CN-111108955-A,Mobilizable interior decoration environment-friendly device ,沙洲职业工学院,董小丹,09/01/2020,09/01/2020,08/05/2020,,https://patents.google.com/patent/CN111108955A/en,
CN-111089620-A,IVC system cage box environment detection device and use method thereof ,湖北省疾病预防控制中心（湖北省预防医学科学院）,"卢昊, 涂画, 杨文祥, 史廷明, 曹新建, 杨彧黎",09/01/2020,09/01/2020,01/05/2020,,https://patents.google.com/patent/CN111089620A/en,
CN-111142533-A,Multi-potential-field obstacle avoidance method for multiple unmanned surface vessels and multi-USV multi-mode formation obstacle avoidance control method in complex environment ,大连民族大学,"张汝波, 陈志�, 温乃峰, 刘冠群, 于海洋, 蔺蘭, 王丽媛",03/01/2020,03/01/2020,12/05/2020,,https://patents.google.com/patent/CN111142533A/en,
